Project	Case_ID	Sample_Type	Raw_Count	Filtered_Count
TCGA-BRCA	96457ebf-ae88-41f4-97e5-cdc3163418aa	Primary Tumor	396	36
TCGA-BRCA	9646160a-f1f9-437b-8c7d-efb0b57bfb97	Blood Derived Normal	273	19
TCGA-BRCA	9646160a-f1f9-437b-8c7d-efb0b57bfb97	Primary Tumor	434	56
TCGA-BRCA	96f23d8a-be0f-4925-ba00-805dc293414c	Blood Derived Normal	317	50
TCGA-BRCA	991e1427-3c01-423d-abfd-4584302ca72c	Blood Derived Normal	154	31
TCGA-BRCA	993103b1-e5a1-4c33-8629-be53ebc41d64	Blood Derived Normal	1172	129
TCGA-BRCA	993103b1-e5a1-4c33-8629-be53ebc41d64	Primary Tumor	369	8
TCGA-BRCA	9938ce5c-e74e-446e-a932-f096f85cc3b1	Blood Derived Normal	199	36
TCGA-BRCA	9938ce5c-e74e-446e-a932-f096f85cc3b1	Primary Tumor	102	11
TCGA-BRCA	995fdab7-7284-4d33-befa-ec22aa7c6479	Blood Derived Normal	1001	61
TCGA-BRCA	995fdab7-7284-4d33-befa-ec22aa7c6479	Primary Tumor	966	57
TCGA-BRCA	99e32c59-aa73-43fa-88c9-399ddadb2c72	Blood Derived Normal	256	37
TCGA-BRCA	99e32c59-aa73-43fa-88c9-399ddadb2c72	Primary Tumor	222	25
TCGA-BRCA	9b13927c-7357-44fd-8385-92ae6a656b7d	Blood Derived Normal	366	38
TCGA-BRCA	9b13927c-7357-44fd-8385-92ae6a656b7d	Primary Tumor	382	42
TCGA-BRCA	9ce7ce09-4409-4fa3-9f78-b2b24716f860	Blood Derived Normal	189	21
TCGA-BRCA	9ce7ce09-4409-4fa3-9f78-b2b24716f860	Primary Tumor	242	39
TCGA-BRCA	9ced0c70-c46c-4f98-8f48-840defe4b8b1	Blood Derived Normal	35	9
TCGA-BRCA	9d8702e1-1a36-4bca-85ab-5f11d58d7953	Blood Derived Normal	98	14
TCGA-BRCA	9d8702e1-1a36-4bca-85ab-5f11d58d7953	Primary Tumor	132	23
TCGA-BRCA	9d876f05-5080-4c4e-9bf5-45f631d381e5	Blood Derived Normal	107	8
TCGA-BRCA	9d876f05-5080-4c4e-9bf5-45f631d381e5	Primary Tumor	423	61
TCGA-BRCA	9d95a65b-e41d-4f93-92d4-99dce29ff40d	Blood Derived Normal	321	9
TCGA-BRCA	9d95a65b-e41d-4f93-92d4-99dce29ff40d	Primary Tumor	686	42
TCGA-BRCA	9d95a65b-e41d-4f93-92d4-99dce29ff40d	Solid Tissue Normal	592	51
TCGA-BRCA	9da462b0-93c2-4305-89f6-7199a30399a7	Solid Tissue Normal	553	143
TCGA-BRCA	9de678e5-67ed-4453-a98b-7ac351d5d0f1	Primary Tumor	355	36
TCGA-BRCA	9de678e5-67ed-4453-a98b-7ac351d5d0f1	Solid Tissue Normal	488	67
TCGA-BRCA	9e894662-b718-40f8-8899-b5e036cfbd76	Blood Derived Normal	217	23
TCGA-BRCA	9e894662-b718-40f8-8899-b5e036cfbd76	Primary Tumor	307	32
TCGA-BRCA	9f93ea0a-1687-44e0-9e8a-eeb4097d471c	Blood Derived Normal	442	80
TCGA-BRCA	a272171b-44f5-47a5-89be-7520413c01ad	Blood Derived Normal	342	18
TCGA-BRCA	a272171b-44f5-47a5-89be-7520413c01ad	Primary Tumor	709	69
TCGA-BRCA	a381275f-8858-4793-a8a2-0ca9db7274c8	Blood Derived Normal	34	2
TCGA-BRCA	a4903de8-6cf5-4541-8ec7-065beace8b44	Blood Derived Normal	427	49
TCGA-BRCA	a4903de8-6cf5-4541-8ec7-065beace8b44	Primary Tumor	300	38
TCGA-BRCA	a991644b-3ee6-4cda-acf0-e37de48a49fc	Blood Derived Normal	182	7
TCGA-BRCA	a991644b-3ee6-4cda-acf0-e37de48a49fc	Primary Tumor	593	75
TCGA-BRCA	a9b7d7fe-be31-4f71-afee-c1bfdf511888	Blood Derived Normal	256	34
TCGA-BRCA	a9b7d7fe-be31-4f71-afee-c1bfdf511888	Primary Tumor	226	21
TCGA-BRCA	ab34a9a2-d72d-4106-94fb-118844b1b60b	Blood Derived Normal	117	7
TCGA-BRCA	ab34a9a2-d72d-4106-94fb-118844b1b60b	Primary Tumor	329	62
TCGA-BRCA	ad01259b-d858-40bc-a6ba-0bb06e996afb	Blood Derived Normal	85	22
TCGA-BRCA	aeb6a3a6-b57a-4c53-90e6-e833777dd2a1	Blood Derived Normal	297	31
TCGA-BRCA	aeb6a3a6-b57a-4c53-90e6-e833777dd2a1	Primary Tumor	293	24
TCGA-BRCA	af5453a9-cf1f-40de-aec4-0e0710908fb7	Blood Derived Normal	172	20
TCGA-BRCA	af5453a9-cf1f-40de-aec4-0e0710908fb7	Primary Tumor	203	34
TCGA-BRCA	afb9418e-91eb-4db1-aacf-12bd946c9ba0	Blood Derived Normal	372	35
TCGA-BRCA	afb9418e-91eb-4db1-aacf-12bd946c9ba0	Primary Tumor	422	47
TCGA-BRCA	b205bba0-1870-4458-9088-8817e20389fe	Blood Derived Normal	283	23
TCGA-BRCA	b205bba0-1870-4458-9088-8817e20389fe	Primary Tumor	309	33
TCGA-BRCA	b379bfb8-284e-4300-8325-85cfd6809cb8	Blood Derived Normal	107	5
TCGA-BRCA	b379bfb8-284e-4300-8325-85cfd6809cb8	Primary Tumor	250	42
TCGA-BRCA	b43e41af-1d82-4b5f-b8f1-add0510e6b86	Blood Derived Normal	487	32
TCGA-BRCA	b43e41af-1d82-4b5f-b8f1-add0510e6b86	Primary Tumor	689	72
TCGA-BRCA	b4e4fea2-b802-4a86-923e-3fcbd3c708fe	Blood Derived Normal	132	10
TCGA-BRCA	b4e4fea2-b802-4a86-923e-3fcbd3c708fe	Primary Tumor	477	84
TCGA-BRCA	b58ad350-5140-4fa8-bc2c-24bca8395f3a	Blood Derived Normal	312	32
TCGA-BRCA	b58ad350-5140-4fa8-bc2c-24bca8395f3a	Primary Tumor	283	31
TCGA-BRCA	b5fba77b-1f50-4e71-95b2-566afba4bdd7	Blood Derived Normal	133	7
TCGA-BRCA	b5fba77b-1f50-4e71-95b2-566afba4bdd7	Primary Tumor	401	57
TCGA-BRCA	b804f7ae-da8f-4414-be11-f880f1859160	Blood Derived Normal	225	24
TCGA-BRCA	b804f7ae-da8f-4414-be11-f880f1859160	Primary Tumor	280	42
TCGA-BRCA	baf1207d-7d1a-4cad-ba58-62c26be2415e	Blood Derived Normal	146	18
TCGA-BRCA	baf1207d-7d1a-4cad-ba58-62c26be2415e	Primary Tumor	145	19
TCGA-BRCA	baf5e81f-2322-41ec-9053-b9559a7993bc	Blood Derived Normal	99	13
TCGA-BRCA	baf5e81f-2322-41ec-9053-b9559a7993bc	Primary Tumor	157	23
TCGA-BRCA	bb8d42d3-ad65-4d88-ae1d-f9aadfc7962d	Blood Derived Normal	46	7
TCGA-BRCA	bef7b135-a727-45e8-850a-cc4cd56c49aa	Blood Derived Normal	358	35
TCGA-BRCA	bef7b135-a727-45e8-850a-cc4cd56c49aa	Primary Tumor	345	30
TCGA-BRCA	bf88ddf5-a6d4-498c-bf7f-db9bfabff72d	Blood Derived Normal	135	5
TCGA-BRCA	bf88ddf5-a6d4-498c-bf7f-db9bfabff72d	Primary Tumor	598	77
TCGA-BRCA	bfd55808-dddd-44c3-97d7-41600497b992	Blood Derived Normal	420	36
TCGA-BRCA	bfd55808-dddd-44c3-97d7-41600497b992	Primary Tumor	498	51
TCGA-BRCA	c0427237-b476-4af4-b664-7bd479922ea5	Blood Derived Normal	211	25
TCGA-BRCA	c0427237-b476-4af4-b664-7bd479922ea5	Primary Tumor	140	17
TCGA-BRCA	c1442467-d618-435f-8792-b1a18f696f1a	Blood Derived Normal	304	44
TCGA-BRCA	c1442467-d618-435f-8792-b1a18f696f1a	Primary Tumor	273	33
TCGA-BRCA	c2a742fe-3e8b-4210-85a6-7191a1123609	Blood Derived Normal	124	17
TCGA-BRCA	c2a742fe-3e8b-4210-85a6-7191a1123609	Primary Tumor	210	23
TCGA-BRCA	c2aeee6c-ba10-4cf9-b560-c739580f7bf3	Blood Derived Normal	238	16
TCGA-BRCA	c2aeee6c-ba10-4cf9-b560-c739580f7bf3	Primary Tumor	357	23
TCGA-BRCA	c2aeee6c-ba10-4cf9-b560-c739580f7bf3	Solid Tissue Normal	567	56
TCGA-BRCA	c5891c7a-fd24-4891-8f51-373967e4a6dd	Blood Derived Normal	169	12
TCGA-BRCA	c5891c7a-fd24-4891-8f51-373967e4a6dd	Primary Tumor	284	42
TCGA-BRCA	c6086936-7544-4da0-8c0c-114166848483	Blood Derived Normal	97	15
TCGA-BRCA	c6086936-7544-4da0-8c0c-114166848483	Primary Tumor	109	19
TCGA-BRCA	c65b835a-2d38-4250-a173-0780d2c2cf58	Primary Tumor	113	18
TCGA-BRCA	c710f4ab-fbd9-42ed-95d4-4e6d51207f38	Blood Derived Normal	308	30
TCGA-BRCA	c710f4ab-fbd9-42ed-95d4-4e6d51207f38	Primary Tumor	477	46
TCGA-BRCA	c744fc13-3aca-4245-9e24-abd368cc8bef	Blood Derived Normal	327	19
TCGA-BRCA	c744fc13-3aca-4245-9e24-abd368cc8bef	Primary Tumor	508	54
TCGA-BRCA	ca76c6fc-ff30-4833-884d-3a94fe53ff17	Blood Derived Normal	114	8
TCGA-BRCA	ca76c6fc-ff30-4833-884d-3a94fe53ff17	Primary Tumor	231	26
TCGA-BRCA	cb0a2055-2168-4454-8755-47dd613db36f	Primary Tumor	645	98
TCGA-BRCA	cc348a26-ee11-47a4-8b51-de922967e175	Blood Derived Normal	82	11
TCGA-BRCA	cc510968-fe52-4109-a79f-74f216b48c78	Blood Derived Normal	71	12
TCGA-BRCA	ccd4a24b-d8cc-4686-9dee-c98b0c5a8d21	Blood Derived Normal	103	20
TCGA-BRCA	cf9db1af-17f0-490e-8139-142bd704763a	Blood Derived Normal	286	20
TCGA-BRCA	cf9db1af-17f0-490e-8139-142bd704763a	Primary Tumor	381	44
TCGA-BRCA	d2f2560c-ec80-4fea-9474-c47a2e85ea95	Blood Derived Normal	96	4
TCGA-BRCA	d2f2560c-ec80-4fea-9474-c47a2e85ea95	Primary Tumor	378	53
TCGA-BRCA	d3a75976-67d3-40fa-9f6f-cf2a3d7b773c	Blood Derived Normal	393	21
TCGA-BRCA	d3a75976-67d3-40fa-9f6f-cf2a3d7b773c	Primary Tumor	652	47
TCGA-BRCA	d3a75976-67d3-40fa-9f6f-cf2a3d7b773c	Solid Tissue Normal	379	31
TCGA-BRCA	d3b9d925-ae04-4721-8bfc-50b41225bc74	Blood Derived Normal	82	10
TCGA-BRCA	d3b9d925-ae04-4721-8bfc-50b41225bc74	Primary Tumor	156	22
TCGA-BRCA	d5cab7f5-e4f1-40ee-a0c8-4c8004c1c9a0	Blood Derived Normal	107	13
TCGA-BRCA	d5cab7f5-e4f1-40ee-a0c8-4c8004c1c9a0	Primary Tumor	186	29
TCGA-BRCA	d5d8e76e-2f2a-49bc-ba0a-d51283611b16	Blood Derived Normal	204	41
TCGA-BRCA	d67cd793-2931-429a-9084-2f3c4c8be7ad	Blood Derived Normal	94	8
TCGA-BRCA	d67cd793-2931-429a-9084-2f3c4c8be7ad	Primary Tumor	245	25
TCGA-BRCA	d69e59a8-b10b-46f5-b859-b6c178d90506	Blood Derived Normal	344	22
TCGA-BRCA	d69e59a8-b10b-46f5-b859-b6c178d90506	Primary Tumor	476	48
TCGA-BRCA	d6f911b5-e895-43f8-8f86-0ac2f1bc6fae	Blood Derived Normal	272	33
TCGA-BRCA	d6f911b5-e895-43f8-8f86-0ac2f1bc6fae	Primary Tumor	333	36
TCGA-BRCA	d6f911b5-e895-43f8-8f86-0ac2f1bc6fae	Solid Tissue Normal	280	29
TCGA-BRCA	d7808cbc-4b8c-467b-b2c3-f48d05b9ecab	Blood Derived Normal	1112	118
TCGA-BRCA	d7808cbc-4b8c-467b-b2c3-f48d05b9ecab	Primary Tumor	524	20
TCGA-BRCA	d7cac141-9269-4733-83ce-e1bc0b503254	Blood Derived Normal	261	10
TCGA-BRCA	d7cac141-9269-4733-83ce-e1bc0b503254	Primary Tumor	1036	118
TCGA-BRCA	d8d7a6c2-6427-4f47-968c-6c3affba4617	Blood Derived Normal	646	91
TCGA-BRCA	da1c58a7-c6bd-47d9-95c2-8d2ac70e20e4	Primary Tumor	842	189
TCGA-BRCA	db8d38ab-cc61-49ee-863d-40060112f2af	Blood Derived Normal	184	19
TCGA-BRCA	db8d38ab-cc61-49ee-863d-40060112f2af	Primary Tumor	326	34
TCGA-BRCA	dc657ca8-98e8-4ec4-a513-1b848be0e85d	Blood Derived Normal	243	20
TCGA-BRCA	dc657ca8-98e8-4ec4-a513-1b848be0e85d	Primary Tumor	212	20
TCGA-BRCA	dcd5860c-7e3a-44f3-a732-fe92fe3fe300	Blood Derived Normal	343	30
TCGA-BRCA	dcd5860c-7e3a-44f3-a732-fe92fe3fe300	Primary Tumor	300	39
TCGA-BRCA	dcfd0b1d-5707-44a6-b225-5e8f7cea5ca1	Primary Tumor	165	27
TCGA-BRCA	dd6b64a8-d546-4fd1-bbbd-ac9703791cae	Blood Derived Normal	135	25
TCGA-BRCA	dd6b64a8-d546-4fd1-bbbd-ac9703791cae	Primary Tumor	199	26
TCGA-BRCA	de75d0b9-0f47-4732-8df5-05c350cfcd32	Primary Tumor	370	57
TCGA-BRCA	dfefb76a-ec6b-4cd2-9d45-2e1e4befc7ea	Blood Derived Normal	241	17
TCGA-BRCA	dfefb76a-ec6b-4cd2-9d45-2e1e4befc7ea	Primary Tumor	370	43
TCGA-BRCA	e112b452-8850-4353-bfed-0dbdc243290b	Blood Derived Normal	105	12
TCGA-BRCA	e112b452-8850-4353-bfed-0dbdc243290b	Primary Tumor	186	31
TCGA-BRCA	e17c565c-9857-4df3-a352-903b53093c85	Blood Derived Normal	116	9
TCGA-BRCA	e17c565c-9857-4df3-a352-903b53093c85	Primary Tumor	137	19
TCGA-BRCA	e3b555aa-7f0a-49c6-9b13-182c61a144c1	Blood Derived Normal	98	19
TCGA-BRCA	e5aae05a-478e-4a55-a27c-12b2b4be302a	Blood Derived Normal	223	24
TCGA-BRCA	e5aae05a-478e-4a55-a27c-12b2b4be302a	Primary Tumor	375	42
TCGA-BRCA	e74aea7c-ca14-49df-b5cf-dacb839ac27a	Primary Tumor	141	30
TCGA-BRCA	e89a9deb-6321-4e61-b412-b4993d4277dd	Blood Derived Normal	388	31
TCGA-BRCA	e89a9deb-6321-4e61-b412-b4993d4277dd	Primary Tumor	782	72
TCGA-BRCA	e98b69bc-766a-485f-b5e8-9166b8d457b3	Blood Derived Normal	432	45
TCGA-BRCA	e98b69bc-766a-485f-b5e8-9166b8d457b3	Primary Tumor	211	24
TCGA-BRCA	e9f4f373-37a5-48ad-a1a0-b0d47820111a	Blood Derived Normal	110	7
TCGA-BRCA	e9f4f373-37a5-48ad-a1a0-b0d47820111a	Primary Tumor	133	23
TCGA-BRCA	eb2dbb4f-66b6-4525-8323-431970f7a64e	Blood Derived Normal	164	20
TCGA-BRCA	eb2dbb4f-66b6-4525-8323-431970f7a64e	Primary Tumor	105	15
TCGA-BRCA	ebc460c2-df88-4dc0-a2c0-aca8072b75ad	Blood Derived Normal	224	24
TCGA-BRCA	ebc460c2-df88-4dc0-a2c0-aca8072b75ad	Primary Tumor	392	34
TCGA-BRCA	ec6930e5-2d83-435a-9a57-a2c5c22caf02	Blood Derived Normal	78	6
TCGA-BRCA	ec6930e5-2d83-435a-9a57-a2c5c22caf02	Primary Tumor	216	42
TCGA-BRCA	f06f09f3-8133-4a92-ac86-fbe64295e0d8	Blood Derived Normal	26	7
TCGA-BRCA	f130f376-5801-40f9-975d-a7e2f7b5670d	Blood Derived Normal	274	8
TCGA-BRCA	f130f376-5801-40f9-975d-a7e2f7b5670d	Primary Tumor	744	43
TCGA-BRCA	f130f376-5801-40f9-975d-a7e2f7b5670d	Solid Tissue Normal	811	52
TCGA-BRCA	f2bbfa9d-9a9d-4f46-9fde-378e4c44e2ad	Blood Derived Normal	261	28
TCGA-BRCA	f2bbfa9d-9a9d-4f46-9fde-378e4c44e2ad	Primary Tumor	200	16
TCGA-BRCA	f2bbfa9d-9a9d-4f46-9fde-378e4c44e2ad	Solid Tissue Normal	226	20
TCGA-BRCA	f30eb65f-fb44-4062-ac39-a38d072f655f	Blood Derived Normal	26	6
TCGA-BRCA	f31c21b6-0f7f-435b-9e24-97c909755c36	Blood Derived Normal	198	25
TCGA-BRCA	f31c21b6-0f7f-435b-9e24-97c909755c36	Primary Tumor	341	39
TCGA-BRCA	f357fe19-5359-4662-8ce9-aa996132283b	Blood Derived Normal	205	18
TCGA-BRCA	f357fe19-5359-4662-8ce9-aa996132283b	Primary Tumor	400	58
TCGA-BRCA	f39edd06-1016-4e8e-a42e-12f7e699ddc5	Blood Derived Normal	256	22
TCGA-BRCA	f39edd06-1016-4e8e-a42e-12f7e699ddc5	Primary Tumor	419	42
TCGA-BRCA	f3ba71f9-25f3-4784-bf2d-3aa522a0cba8	Blood Derived Normal	153	21
TCGA-BRCA	f4b69043-4a67-48e3-a4d1-72a21ae2d175	Blood Derived Normal	470	31
TCGA-BRCA	f4b69043-4a67-48e3-a4d1-72a21ae2d175	Primary Tumor	587	58
TCGA-BRCA	f5539207-6534-4edc-a5a5-7666b5d16ba4	Blood Derived Normal	200	19
TCGA-BRCA	f5539207-6534-4edc-a5a5-7666b5d16ba4	Primary Tumor	196	29
TCGA-BRCA	f947d67f-4aa2-4eb9-977e-21a5ae563613	Blood Derived Normal	488	51
TCGA-BRCA	f947d67f-4aa2-4eb9-977e-21a5ae563613	Primary Tumor	256	24
TCGA-BRCA	f9eb88f7-9293-46bf-ace4-a746e4ff80dc	Blood Derived Normal	254	46
TCGA-BRCA	fb57c598-b45b-478a-9d34-ca1f050d5b7c	Blood Derived Normal	243	16
TCGA-BRCA	fb57c598-b45b-478a-9d34-ca1f050d5b7c	Primary Tumor	336	44
TCGA-BRCA	fe15c48b-116d-461e-9b40-68514730fd18	Blood Derived Normal	132	15
TCGA-BRCA	fe15c48b-116d-461e-9b40-68514730fd18	Primary Tumor	379	49
TCGA-COAD	01ad5016-f691-4bca-82a0-910429d8d25b	Blood Derived Normal	39	5
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	Blood Derived Normal	716	63
TCGA-COAD	01f493d4-229d-47a6-baa8-32a342c65d01	Primary Tumor	454	35
TCGA-COAD	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	Blood Derived Normal	492	43
TCGA-COAD	02f9668c-71e6-485f-88b1-b37dc8bdd2ab	Primary Tumor	526	83
TCGA-COAD	03efbc94-a43d-4db0-9377-e397348430a6	Blood Derived Normal	44	2
TCGA-COAD	043a4745-566b-4106-b159-99cb8b394b81	Blood Derived Normal	394	55
TCGA-COAD	043a4745-566b-4106-b159-99cb8b394b81	Primary Tumor	383	66
TCGA-COAD	04d7a52f-a89b-4114-a608-a6254b4d604f	Blood Derived Normal	508	65
TCGA-COAD	04d7a52f-a89b-4114-a608-a6254b4d604f	Primary Tumor	549	88
TCGA-COAD	05ff79c5-1127-4cac-8f4c-84089a3f2cde	Blood Derived Normal	296	76
TCGA-COAD	05ff79c5-1127-4cac-8f4c-84089a3f2cde	Primary Tumor	112	21
TCGA-COAD	0712566e-3371-4715-95f1-5b792e72d758	Blood Derived Normal	677	23
TCGA-COAD	0712566e-3371-4715-95f1-5b792e72d758	Primary Tumor	351	8
TCGA-COAD	0a815133-0edd-4422-89f2-2f067b6f2156	Blood Derived Normal	284	23
TCGA-COAD	0a815133-0edd-4422-89f2-2f067b6f2156	Primary Tumor	291	26
TCGA-COAD	0b8de222-119a-40f3-8beb-12b9d933225b	Blood Derived Normal	177	15
TCGA-COAD	0b8de222-119a-40f3-8beb-12b9d933225b	Primary Tumor	200	23
TCGA-COAD	0cb0dac8-4ce2-444a-b1ae-1550e065b4d9	Primary Tumor	582	62
TCGA-COAD	0cb0dac8-4ce2-444a-b1ae-1550e065b4d9	Solid Tissue Normal	426	36
TCGA-COAD	0e87e5fd-d5bb-4c0d-952d-711a6abbf336	Blood Derived Normal	338	28
TCGA-COAD	0e87e5fd-d5bb-4c0d-952d-711a6abbf336	Primary Tumor	721	137
TCGA-COAD	0f940ec0-eb0b-422a-a764-a26c8e5c216d	Blood Derived Normal	332	17
TCGA-COAD	0f940ec0-eb0b-422a-a764-a26c8e5c216d	Primary Tumor	489	46
TCGA-COAD	10881458-55b2-41d1-8358-4ee6ccb8ec85	Blood Derived Normal	601	38
TCGA-COAD	10881458-55b2-41d1-8358-4ee6ccb8ec85	Primary Tumor	881	86
TCGA-COAD	10994156-7c2f-420e-aeb8-11d566b3d5e4	Blood Derived Normal	357	37
TCGA-COAD	10994156-7c2f-420e-aeb8-11d566b3d5e4	Primary Tumor	708	95
TCGA-COAD	13ae9d83-a22f-451f-88bb-686051725cf3	Primary Tumor	203	20
TCGA-COAD	13ae9d83-a22f-451f-88bb-686051725cf3	Solid Tissue Normal	351	52
TCGA-COAD	14efca0c-882d-4fba-b15c-64af6e213b80	Blood Derived Normal	303	38
TCGA-COAD	14efca0c-882d-4fba-b15c-64af6e213b80	Primary Tumor	544	89
TCGA-COAD	192da41f-f0a5-494e-8eb9-96bcdae56ff8	Blood Derived Normal	184	10
TCGA-COAD	192da41f-f0a5-494e-8eb9-96bcdae56ff8	Primary Tumor	418	52
TCGA-COAD	1a09207e-9184-4f32-bd07-a9f4dc6c825d	Blood Derived Normal	501	57
TCGA-COAD	1a09207e-9184-4f32-bd07-a9f4dc6c825d	Primary Tumor	283	24
TCGA-COAD	1ad0b9b9-7ded-4281-b114-9dcc6138c037	Blood Derived Normal	207	19
TCGA-COAD	1ad0b9b9-7ded-4281-b114-9dcc6138c037	Primary Tumor	391	73
TCGA-COAD	1add38c2-df6f-47c9-9373-0bec0e40baf8	Blood Derived Normal	545	92
TCGA-COAD	1add38c2-df6f-47c9-9373-0bec0e40baf8	Primary Tumor	396	81
TCGA-COAD	20ccd267-74e5-4574-a8e1-028bcd74aaeb	Blood Derived Normal	82	3
TCGA-COAD	20ccd267-74e5-4574-a8e1-028bcd74aaeb	Primary Tumor	431	104
TCGA-COAD	21bdad0d-c6a2-428c-b2b4-0de282b34abc	Blood Derived Normal	477	62
TCGA-COAD	21bdad0d-c6a2-428c-b2b4-0de282b34abc	Primary Tumor	547	113
TCGA-COAD	23d0681a-912a-408f-b19a-0bbcf5ffc2f3	Blood Derived Normal	155	15
TCGA-COAD	23d0681a-912a-408f-b19a-0bbcf5ffc2f3	Primary Tumor	238	35
TCGA-COAD	2a971e32-b0e7-4a3f-8c40-62d69c0307d8	Primary Tumor	745	54
TCGA-COAD	2a971e32-b0e7-4a3f-8c40-62d69c0307d8	Solid Tissue Normal	881	75
TCGA-COAD	2c9996bb-af6e-4424-881a-e81b9c9aeb78	Blood Derived Normal	183	13
TCGA-COAD	2c9996bb-af6e-4424-881a-e81b9c9aeb78	Primary Tumor	198	22
TCGA-COAD	2e386e48-b99b-4806-a3e3-081d72a606e7	Primary Tumor	626	64
TCGA-COAD	2e386e48-b99b-4806-a3e3-081d72a606e7	Solid Tissue Normal	489	31
TCGA-COAD	315ef7f6-ca21-4d87-8f19-40bd455885ec	Blood Derived Normal	436	31
TCGA-COAD	315ef7f6-ca21-4d87-8f19-40bd455885ec	Primary Tumor	475	39
TCGA-COAD	33522271-b2ca-4da4-a942-501ab9117c51	Blood Derived Normal	211	19
TCGA-COAD	33522271-b2ca-4da4-a942-501ab9117c51	Primary Tumor	221	29
TCGA-COAD	33e989b9-fac4-47d8-b429-269044ac772a	Blood Derived Normal	1071	156
TCGA-COAD	33e989b9-fac4-47d8-b429-269044ac772a	Primary Tumor	223	16
TCGA-COAD	35620be9-3ba5-4be7-9e00-83103e6a92e6	Blood Derived Normal	636	39
TCGA-COAD	35620be9-3ba5-4be7-9e00-83103e6a92e6	Primary Tumor	912	71
TCGA-COAD	384400c1-98d6-4cc3-8724-de6711f6208b	Blood Derived Normal	718	108
TCGA-COAD	384400c1-98d6-4cc3-8724-de6711f6208b	Primary Tumor	776	89
TCGA-COAD	39d3b5b3-d51e-4d77-a8aa-2977fa734fab	Blood Derived Normal	84	11
TCGA-COAD	39d3b5b3-d51e-4d77-a8aa-2977fa734fab	Primary Tumor	114	31
TCGA-COAD	41658cf8-0de1-4a97-bb60-0f0107c84e00	Blood Derived Normal	239	31
TCGA-COAD	41658cf8-0de1-4a97-bb60-0f0107c84e00	Primary Tumor	225	28
TCGA-COAD	44c2854e-3f8c-48e1-b4d5-1b5778d4fce4	Primary Tumor	188	37
TCGA-COAD	4563e4e0-a661-46de-ad25-9c86a621e147	Blood Derived Normal	250	24
TCGA-COAD	4563e4e0-a661-46de-ad25-9c86a621e147	Primary Tumor	192	18
TCGA-COAD	4f786107-3cf5-4ab3-bba4-f399dee23f0e	Blood Derived Normal	383	18
TCGA-COAD	4f786107-3cf5-4ab3-bba4-f399dee23f0e	Primary Tumor	841	159
TCGA-COAD	4f9775f2-b663-4daf-aa9e-50915cae9407	Solid Tissue Normal	390	66
TCGA-COAD	5116e3b4-2bac-40f5-8046-b9c1783faaa5	Primary Tumor	560	89
TCGA-COAD	5116e3b4-2bac-40f5-8046-b9c1783faaa5	Solid Tissue Normal	316	25
TCGA-COAD	5498d5ef-ad24-4034-9750-7c996c5355e1	Blood Derived Normal	155	11
TCGA-COAD	5498d5ef-ad24-4034-9750-7c996c5355e1	Primary Tumor	219	26
TCGA-COAD	5a195baa-2d05-4273-a7c4-64cc816b0406	Blood Derived Normal	401	44
TCGA-COAD	5a195baa-2d05-4273-a7c4-64cc816b0406	Primary Tumor	611	91
TCGA-COAD	5da56982-6de7-4994-aa9e-3b01200b2959	Blood Derived Normal	283	48
TCGA-COAD	5da56982-6de7-4994-aa9e-3b01200b2959	Primary Tumor	298	65
TCGA-COAD	628408ce-0691-4e0b-b4c7-aca9a0d73bb0	Blood Derived Normal	170	18
TCGA-COAD	628408ce-0691-4e0b-b4c7-aca9a0d73bb0	Primary Tumor	151	12
TCGA-COAD	654c6f5c-3e5c-49f0-b53f-87cd9797d7c9	Blood Derived Normal	1	0
TCGA-COAD	69fb431f-0caf-4cdd-9085-eda5b18ed15d	Blood Derived Normal	614	52
TCGA-COAD	69fb431f-0caf-4cdd-9085-eda5b18ed15d	Primary Tumor	297	14
TCGA-COAD	6baf61b6-ae5b-42f0-adc9-0d26fda231f7	Blood Derived Normal	436	28
TCGA-COAD	6baf61b6-ae5b-42f0-adc9-0d26fda231f7	Primary Tumor	446	51
TCGA-COAD	6fa41234-9077-4d05-a295-6820f3bedf5b	Primary Tumor	636	55
TCGA-COAD	6fa41234-9077-4d05-a295-6820f3bedf5b	Solid Tissue Normal	621	62
TCGA-COAD	6fc5e56a-1f5e-4ff1-948e-5ef636ebb48d	Blood Derived Normal	218	16
TCGA-COAD	6fc5e56a-1f5e-4ff1-948e-5ef636ebb48d	Primary Tumor	218	29
TCGA-COAD	73448b56-a6c6-4c98-a153-ab704261e073	Blood Derived Normal	473	51
TCGA-COAD	73448b56-a6c6-4c98-a153-ab704261e073	Primary Tumor	456	36
TCGA-COAD	73a142e1-8ac2-4cfe-b8cf-7e9dea64f488	Blood Derived Normal	250	17
TCGA-COAD	73a142e1-8ac2-4cfe-b8cf-7e9dea64f488	Primary Tumor	228	28
TCGA-COAD	750770db-53cf-4021-a8c2-5e0ddb97fef5	Blood Derived Normal	275	32
TCGA-COAD	750770db-53cf-4021-a8c2-5e0ddb97fef5	Primary Tumor	323	35
TCGA-COAD	764c97c9-01d3-45cb-86bd-f8a52b5468da	Blood Derived Normal	657	58
TCGA-COAD	764c97c9-01d3-45cb-86bd-f8a52b5468da	Primary Tumor	363	30
