Project	Case_ID	Sample_Type	Raw_Count	Filtered_Count
TCGA-COAD	7a481097-14a3-4916-9632-d899c25fd284	Primary Tumor	838	39
TCGA-COAD	7a481097-14a3-4916-9632-d899c25fd284	Solid Tissue Normal	1140	94
TCGA-COAD	7a6c54f1-f4e4-426b-b306-2ca3c4de12ca	Blood Derived Normal	221	27
TCGA-COAD	7a6c54f1-f4e4-426b-b306-2ca3c4de12ca	Primary Tumor	166	12
TCGA-COAD	7b47489f-c3cc-4388-b5d7-c7c02790a5f6	Blood Derived Normal	373	53
TCGA-COAD	7b47489f-c3cc-4388-b5d7-c7c02790a5f6	Primary Tumor	446	59
TCGA-COAD	7dfbc0ed-e684-4966-8b59-fb6b9e80c129	Blood Derived Normal	83	16
TCGA-COAD	7dfbc0ed-e684-4966-8b59-fb6b9e80c129	Primary Tumor	74	6
TCGA-COAD	80311cf5-7e18-4545-92ad-c4b7dd5c9677	Blood Derived Normal	358	42
TCGA-COAD	80311cf5-7e18-4545-92ad-c4b7dd5c9677	Primary Tumor	542	82
TCGA-COAD	80809d79-92e1-4d6c-ba2e-0a9589997792	Blood Derived Normal	475	41
TCGA-COAD	80809d79-92e1-4d6c-ba2e-0a9589997792	Primary Tumor	316	36
TCGA-COAD	81555ac5-9cc2-49ae-9033-657f56243f20	Blood Derived Normal	73	5
TCGA-COAD	81555ac5-9cc2-49ae-9033-657f56243f20	Primary Tumor	624	146
TCGA-COAD	81f6b141-2195-4091-9cd3-dfb022663949	Blood Derived Normal	72	3
TCGA-COAD	81f6b141-2195-4091-9cd3-dfb022663949	Primary Tumor	582	120
TCGA-COAD	835c3e23-ac2b-4bc9-ac65-e3e81adecf77	Blood Derived Normal	60	5
TCGA-COAD	835c3e23-ac2b-4bc9-ac65-e3e81adecf77	Primary Tumor	433	95
TCGA-COAD	84e34cf2-b3bb-4a1a-8fb7-6c2c604c4008	Solid Tissue Normal	673	136
TCGA-COAD	8632579e-d318-4dab-9994-d3945afc42ab	Solid Tissue Normal	1094	155
TCGA-COAD	86a9e44f-728e-48e4-9e1b-682b023f7c0a	Blood Derived Normal	125	15
TCGA-COAD	86a9e44f-728e-48e4-9e1b-682b023f7c0a	Primary Tumor	209	30
TCGA-COAD	86d18004-9478-4e46-83b4-4fbe445ccb70	Blood Derived Normal	493	37
TCGA-COAD	86d18004-9478-4e46-83b4-4fbe445ccb70	Primary Tumor	623	56
TCGA-COAD	88e64f45-adc4-4223-9838-4d7d45b8f0c0	Blood Derived Normal	77	5
TCGA-COAD	93ca8937-97c0-4f6e-bdec-66d32f2a7b3d	Blood Derived Normal	691	67
TCGA-COAD	93ca8937-97c0-4f6e-bdec-66d32f2a7b3d	Primary Tumor	334	22
TCGA-COAD	93cd5d07-e0d3-40f8-ae7f-beadb1efb7c1	Blood Derived Normal	414	101
TCGA-COAD	93cd5d07-e0d3-40f8-ae7f-beadb1efb7c1	Primary Tumor	197	26
TCGA-COAD	97f6c8d3-09a0-4128-8f10-41e736648a5f	Primary Tumor	676	36
TCGA-COAD	97f6c8d3-09a0-4128-8f10-41e736648a5f	Solid Tissue Normal	600	45
TCGA-COAD	a06c09a8-0951-49f4-a765-5147bbcae109	Blood Derived Normal	215	16
TCGA-COAD	a06c09a8-0951-49f4-a765-5147bbcae109	Primary Tumor	285	33
TCGA-COAD	a435fdf4-a89a-499e-9006-cbb5693eab26	Blood Derived Normal	449	37
TCGA-COAD	a435fdf4-a89a-499e-9006-cbb5693eab26	Primary Tumor	429	39
TCGA-COAD	a512701f-88bb-4b05-8c94-fd285b9dd13e	Blood Derived Normal	323	10
TCGA-COAD	a512701f-88bb-4b05-8c94-fd285b9dd13e	Primary Tumor	846	87
TCGA-COAD	a72dd578-3a6f-4807-a843-4a942500944e	Blood Derived Normal	671	52
TCGA-COAD	a72dd578-3a6f-4807-a843-4a942500944e	Primary Tumor	520	54
TCGA-COAD	a9cb21d1-4c4a-4f30-ad4d-c54bed26f187	Blood Derived Normal	256	78
TCGA-COAD	aa85d9e8-caa6-422c-95ce-780e4ac2a5e4	Blood Derived Normal	25	2
TCGA-COAD	aa909ffb-03e1-4e3f-8888-2212b23d90b7	Blood Derived Normal	296	29
TCGA-COAD	aa909ffb-03e1-4e3f-8888-2212b23d90b7	Primary Tumor	187	23
TCGA-COAD	abb0d53f-f74e-45dc-8fbb-40863016f3c6	Blood Derived Normal	287	30
TCGA-COAD	abb0d53f-f74e-45dc-8fbb-40863016f3c6	Primary Tumor	276	26
TCGA-COAD	ac6a3df9-41b1-4e5a-a15e-f44481384c23	Blood Derived Normal	169	13
TCGA-COAD	ac6a3df9-41b1-4e5a-a15e-f44481384c23	Primary Tumor	225	29
TCGA-COAD	af06cde0-c69a-4bb1-a234-8023b95e4835	Blood Derived Normal	497	61
TCGA-COAD	af06cde0-c69a-4bb1-a234-8023b95e4835	Primary Tumor	287	25
TCGA-COAD	af17788e-a562-43aa-bd36-fd3e031f483c	Blood Derived Normal	428	62
TCGA-COAD	af17788e-a562-43aa-bd36-fd3e031f483c	Primary Tumor	516	69
TCGA-COAD	af3a0634-4292-45bd-b948-6b6bd2d58090	Blood Derived Normal	96	21
TCGA-COAD	b16bb717-d1cf-4237-a554-43f3995b82f2	Blood Derived Normal	437	46
TCGA-COAD	b16bb717-d1cf-4237-a554-43f3995b82f2	Primary Tumor	951	204
TCGA-COAD	b4c3cf95-a27c-4bcf-9321-38723473e83b	Blood Derived Normal	498	64
TCGA-COAD	b4c3cf95-a27c-4bcf-9321-38723473e83b	Primary Tumor	372	65
TCGA-COAD	b728e6e8-a0e4-496b-904c-6f07c12e901f	Solid Tissue Normal	471	100
TCGA-COAD	bc02f801-081b-489b-87cb-d275c70299d5	Blood Derived Normal	273	20
TCGA-COAD	bc02f801-081b-489b-87cb-d275c70299d5	Primary Tumor	429	47
TCGA-COAD	bc42fe2d-1a33-428d-a601-b1871f4c8d9b	Blood Derived Normal	156	10
TCGA-COAD	bc42fe2d-1a33-428d-a601-b1871f4c8d9b	Primary Tumor	260	22
TCGA-COAD	bce3ce45-4fb3-4d8e-9ec7-d24427c2ba4d	Blood Derived Normal	109	12
TCGA-COAD	bce3ce45-4fb3-4d8e-9ec7-d24427c2ba4d	Primary Tumor	185	20
TCGA-COAD	bce5579c-08c6-48e9-853e-fac85ba8cbea	Blood Derived Normal	333	53
TCGA-COAD	bce5579c-08c6-48e9-853e-fac85ba8cbea	Primary Tumor	212	15
TCGA-COAD	beb63625-d9bf-4ccd-bc53-635b53d24240	Blood Derived Normal	38	2
TCGA-COAD	beb63625-d9bf-4ccd-bc53-635b53d24240	Primary Tumor	456	108
TCGA-COAD	bfb07784-693b-4c25-874e-4ad6e04a5d46	Blood Derived Normal	36	4
TCGA-COAD	c1e141af-bdd1-4176-8c0e-cf1ab0c1d9d3	Blood Derived Normal	488	72
TCGA-COAD	c1e141af-bdd1-4176-8c0e-cf1ab0c1d9d3	Primary Tumor	718	106
TCGA-COAD	c46971a1-cbac-425d-bac2-f4142c92522e	Blood Derived Normal	247	22
TCGA-COAD	c46971a1-cbac-425d-bac2-f4142c92522e	Primary Tumor	330	32
TCGA-COAD	c616f95f-4ea1-4019-8c17-041878085c88	Blood Derived Normal	189	26
TCGA-COAD	c616f95f-4ea1-4019-8c17-041878085c88	Primary Tumor	174	11
TCGA-COAD	c82bbe23-0264-45a7-b1a6-82b4654108c8	Blood Derived Normal	315	62
TCGA-COAD	c9e829d9-cd08-41a9-a5a4-34f2d7d619c7	Primary Tumor	271	15
TCGA-COAD	c9e829d9-cd08-41a9-a5a4-34f2d7d619c7	Solid Tissue Normal	817	107
TCGA-COAD	cab7bdbc-0a11-4901-97c3-26b884f79cb5	Blood Derived Normal	443	47
TCGA-COAD	cab7bdbc-0a11-4901-97c3-26b884f79cb5	Primary Tumor	546	82
TCGA-COAD	cbdabbcd-d8f1-4d7c-9e18-ebd83d888c51	Blood Derived Normal	705	71
TCGA-COAD	cbdabbcd-d8f1-4d7c-9e18-ebd83d888c51	Primary Tumor	531	68
TCGA-COAD	cc53bf9e-5e27-4305-a08b-552120c10aa5	Blood Derived Normal	612	57
TCGA-COAD	cc53bf9e-5e27-4305-a08b-552120c10aa5	Primary Tumor	817	125
TCGA-COAD	d17a2ab0-faef-40de-a87d-1291868b200d	Blood Derived Normal	185	10
TCGA-COAD	d17a2ab0-faef-40de-a87d-1291868b200d	Primary Tumor	327	38
TCGA-COAD	d2c99bed-3446-4d12-99e0-00611faa37dc	Blood Derived Normal	443	57
TCGA-COAD	d2c99bed-3446-4d12-99e0-00611faa37dc	Primary Tumor	164	12
TCGA-COAD	d4e1472a-7b5f-46f4-acb7-b961f634e28e	Blood Derived Normal	726	90
TCGA-COAD	d4e1472a-7b5f-46f4-acb7-b961f634e28e	Primary Tumor	352	26
TCGA-COAD	d5619045-060a-4b60-86e4-6a5774994fd4	Blood Derived Normal	474	70
TCGA-COAD	d5619045-060a-4b60-86e4-6a5774994fd4	Primary Tumor	460	58
TCGA-COAD	d651f9ba-8746-46c4-852c-6c2992c7d10e	Blood Derived Normal	143	9
TCGA-COAD	d651f9ba-8746-46c4-852c-6c2992c7d10e	Primary Tumor	727	106
TCGA-COAD	d655bbf6-c710-411d-aff5-ceb0fb6e6680	Blood Derived Normal	424	63
TCGA-COAD	d655bbf6-c710-411d-aff5-ceb0fb6e6680	Primary Tumor	428	58
TCGA-COAD	d761bc06-dee8-478a-be99-8af9c504e49c	Blood Derived Normal	218	11
TCGA-COAD	d761bc06-dee8-478a-be99-8af9c504e49c	Primary Tumor	349	35
TCGA-COAD	d7ba64d7-b4e5-488d-9f28-bcb7bf3c0f35	Primary Tumor	39	4
TCGA-COAD	d7ebd11a-1339-4b28-be90-a788d2cfa706	Blood Derived Normal	375	29
TCGA-COAD	d7ebd11a-1339-4b28-be90-a788d2cfa706	Primary Tumor	613	94
TCGA-COAD	db246424-3979-4f23-b316-8d30c449ee15	Blood Derived Normal	362	32
TCGA-COAD	db246424-3979-4f23-b316-8d30c449ee15	Primary Tumor	432	53
TCGA-COAD	dca004bf-9c14-45a1-b186-ab3759f6c7fe	Blood Derived Normal	189	16
TCGA-COAD	dca004bf-9c14-45a1-b186-ab3759f6c7fe	Primary Tumor	345	50
TCGA-COAD	dd4be58e-da22-4bcd-bf4c-2b9e60ffda19	Blood Derived Normal	720	49
TCGA-COAD	dd4be58e-da22-4bcd-bf4c-2b9e60ffda19	Primary Tumor	503	47
TCGA-COAD	df228c56-89ac-4122-93b3-6c0740c4ec09	Blood Derived Normal	28	5
TCGA-COAD	e2edbf3f-25d8-49aa-b656-2a59c3b99aeb	Blood Derived Normal	569	47
TCGA-COAD	e2edbf3f-25d8-49aa-b656-2a59c3b99aeb	Primary Tumor	472	37
TCGA-COAD	e394e9ec-7288-4ede-9ef8-41b631d100dd	Blood Derived Normal	115	9
TCGA-COAD	e394e9ec-7288-4ede-9ef8-41b631d100dd	Primary Tumor	196	26
TCGA-COAD	e457344d-76fb-46bf-b362-61a6e811d131	Blood Derived Normal	283	15
TCGA-COAD	e457344d-76fb-46bf-b362-61a6e811d131	Primary Tumor	362	34
TCGA-COAD	e6c8c5fc-158a-4de4-b3f6-3b645584bbc7	Primary Tumor	396	11
TCGA-COAD	e6c8c5fc-158a-4de4-b3f6-3b645584bbc7	Solid Tissue Normal	878	101
TCGA-COAD	e8841edf-e070-425b-b4d4-bbb2115f9dbd	Blood Derived Normal	79	3
TCGA-COAD	e8841edf-e070-425b-b4d4-bbb2115f9dbd	Primary Tumor	708	163
TCGA-COAD	ec3f3f11-75df-4fcc-ba03-f19aca907645	Blood Derived Normal	116	24
TCGA-COAD	f2ef5afa-6191-43a1-a023-d53c0d985139	Blood Derived Normal	438	62
TCGA-COAD	f2ef5afa-6191-43a1-a023-d53c0d985139	Primary Tumor	341	40
TCGA-COAD	f38d49b7-6cad-4460-abd0-3685a3b2d941	Blood Derived Normal	86	4
TCGA-COAD	f38d49b7-6cad-4460-abd0-3685a3b2d941	Primary Tumor	184	22
TCGA-COAD	f3b9defb-88ed-4c95-9feb-7197d869676c	Blood Derived Normal	260	18
TCGA-COAD	f3b9defb-88ed-4c95-9feb-7197d869676c	Primary Tumor	358	41
TCGA-COAD	f5c3bc61-1018-4351-bb23-aacc1459365f	Blood Derived Normal	474	91
TCGA-COAD	f87c6dcc-1a9e-4df5-962c-1f946e2611f8	Primary Tumor	471	46
TCGA-COAD	f87c6dcc-1a9e-4df5-962c-1f946e2611f8	Solid Tissue Normal	550	55
TCGA-COAD	fdffda5f-72b2-4153-b7f1-d7043b7ca898	Blood Derived Normal	223	25
TCGA-COAD	fdffda5f-72b2-4153-b7f1-d7043b7ca898	Primary Tumor	219	17
TCGA-GBM	025a7401-a65d-4ea0-8b4e-0ba775b0322a	Blood Derived Normal	159	6
TCGA-GBM	025a7401-a65d-4ea0-8b4e-0ba775b0322a	Primary Tumor	355	60
TCGA-GBM	035b09b7-add1-456d-ae80-20e8a03f6d7b	Blood Derived Normal	60	7
TCGA-GBM	035b09b7-add1-456d-ae80-20e8a03f6d7b	Primary Tumor	374	47
TCGA-GBM	04b4ebb4-6780-42d8-a980-711cd10cfe14	Blood Derived Normal	7	0
TCGA-GBM	04b4ebb4-6780-42d8-a980-711cd10cfe14	Primary Tumor	81	9
TCGA-GBM	05d5da50-52fe-4342-9c15-9ee4c1d6662e	Blood Derived Normal	21	3
TCGA-GBM	05d5da50-52fe-4342-9c15-9ee4c1d6662e	Primary Tumor	393	47
TCGA-GBM	06c427a1-8c2d-4003-b744-139114a04440	Blood Derived Normal	26	3
TCGA-GBM	06c427a1-8c2d-4003-b744-139114a04440	Primary Tumor	54	7
TCGA-GBM	0fe6684a-5ab2-4999-b69d-d99aa5679c97	Primary Tumor	416	61
TCGA-GBM	1030a6b9-0df8-4d60-b69f-2a36e630a6ad	Blood Derived Normal	22	3
TCGA-GBM	1030a6b9-0df8-4d60-b69f-2a36e630a6ad	Primary Tumor	47	8
TCGA-GBM	12084e89-dbc2-43b3-a6d0-0e71e53d0eac	Blood Derived Normal	19	2
TCGA-GBM	12084e89-dbc2-43b3-a6d0-0e71e53d0eac	Primary Tumor	107	17
TCGA-GBM	12b67dc2-5e4c-48eb-92ba-8d91d2eadfe2	Blood Derived Normal	12	0
TCGA-GBM	12b67dc2-5e4c-48eb-92ba-8d91d2eadfe2	Primary Tumor	34	6
TCGA-GBM	13d12179-3182-4f41-85a2-90fd50e51480	Blood Derived Normal	8	2
TCGA-GBM	13d12179-3182-4f41-85a2-90fd50e51480	Primary Tumor	331	44
TCGA-GBM	151ca826-a4d7-42eb-8684-f9fe7b93543f	Blood Derived Normal	115	11
TCGA-GBM	151ca826-a4d7-42eb-8684-f9fe7b93543f	Primary Tumor	562	109
TCGA-GBM	159e0318-6173-440f-be07-8d956086e99d	Blood Derived Normal	19	1
TCGA-GBM	159e0318-6173-440f-be07-8d956086e99d	Primary Tumor	57	13
TCGA-GBM	165b8f99-f7ba-4553-96ed-235e3f77e19c	Blood Derived Normal	7	0
TCGA-GBM	165b8f99-f7ba-4553-96ed-235e3f77e19c	Primary Tumor	20	2
TCGA-GBM	166e76db-ccd8-4760-a517-d2bc8937ea29	Blood Derived Normal	10	0
TCGA-GBM	166e76db-ccd8-4760-a517-d2bc8937ea29	Primary Tumor	263	45
TCGA-GBM	1b25795e-69ad-47fd-bb2f-94ff0910fae1	Blood Derived Normal	23	2
TCGA-GBM	1b25795e-69ad-47fd-bb2f-94ff0910fae1	Primary Tumor	34	6
TCGA-GBM	1b6c184a-5868-4a51-8a82-aa16a7e65126	Blood Derived Normal	121	5
TCGA-GBM	1b6c184a-5868-4a51-8a82-aa16a7e65126	Primary Tumor	584	78
TCGA-GBM	1e2108e8-b620-4865-a8d8-77f9a0fe28a2	Blood Derived Normal	4	0
TCGA-GBM	1e2108e8-b620-4865-a8d8-77f9a0fe28a2	Primary Tumor	86	15
TCGA-GBM	2188c194-dfe4-4471-9b8b-050db1a1062c	Blood Derived Normal	112	11
TCGA-GBM	2188c194-dfe4-4471-9b8b-050db1a1062c	Primary Tumor	309	59
TCGA-GBM	24164e89-16ae-48c1-a464-9be94141deef	Blood Derived Normal	27	0
TCGA-GBM	24164e89-16ae-48c1-a464-9be94141deef	Primary Tumor	437	65
TCGA-GBM	28df4629-204f-4352-a19f-303a2e067633	Blood Derived Normal	16	0
TCGA-GBM	28df4629-204f-4352-a19f-303a2e067633	Primary Tumor	231	28
TCGA-GBM	2b82e941-1b16-444e-af41-24dbc0a7e8b5	Blood Derived Normal	18	2
TCGA-GBM	2b82e941-1b16-444e-af41-24dbc0a7e8b5	Primary Tumor	98	17
TCGA-GBM	2b90648c-c99e-4d4d-8d9b-67ff2c4e6115	Blood Derived Normal	9	2
TCGA-GBM	2b90648c-c99e-4d4d-8d9b-67ff2c4e6115	Primary Tumor	51	8
TCGA-GBM	2c922593-d94d-4e8f-b68b-b4b8cfcbf3e4	Blood Derived Normal	30	0
TCGA-GBM	2c922593-d94d-4e8f-b68b-b4b8cfcbf3e4	Primary Tumor	184	34
TCGA-GBM	2f4a127f-101a-4192-b3e8-f9be2c8648bc	Blood Derived Normal	23	0
TCGA-GBM	2f4a127f-101a-4192-b3e8-f9be2c8648bc	Primary Tumor	351	86
TCGA-GBM	2f61ea6b-a3f2-477f-ab98-47ed07b3b2cd	Blood Derived Normal	21	4
TCGA-GBM	2f61ea6b-a3f2-477f-ab98-47ed07b3b2cd	Primary Tumor	44	10
TCGA-GBM	2f8b698a-cbd0-4cab-a814-dc683e0e9305	Blood Derived Normal	17	4
TCGA-GBM	2f8b698a-cbd0-4cab-a814-dc683e0e9305	Primary Tumor	145	27
TCGA-GBM	30011f30-2926-47f2-a8f3-4f1b58ffa227	Blood Derived Normal	17	0
TCGA-GBM	30256f61-7be9-4d47-8afd-afafa7a079c0	Blood Derived Normal	30	7
TCGA-GBM	30256f61-7be9-4d47-8afd-afafa7a079c0	Primary Tumor	74	8
TCGA-GBM	309005a2-93a8-4566-b8d3-6b9310144266	Blood Derived Normal	31	5
TCGA-GBM	309005a2-93a8-4566-b8d3-6b9310144266	Primary Tumor	336	46
TCGA-GBM	3258cb3b-f63b-463c-b2e4-d638149157c5	Blood Derived Normal	58	16
TCGA-GBM	3258cb3b-f63b-463c-b2e4-d638149157c5	Primary Tumor	56	5
TCGA-GBM	32afdc6c-e899-4795-9e90-c9a192bbc4c1	Blood Derived Normal	141	10
TCGA-GBM	32afdc6c-e899-4795-9e90-c9a192bbc4c1	Primary Tumor	427	74
TCGA-GBM	350232cb-b9ba-465b-be9a-81afbc6a92e9	Primary Tumor	172	40
TCGA-GBM	352768f9-3ce1-419c-beef-6515c78f5d7a	Blood Derived Normal	14	1
TCGA-GBM	352768f9-3ce1-419c-beef-6515c78f5d7a	Primary Tumor	220	43
TCGA-GBM	35a7e49e-747b-45ce-9a07-3a5faba0ca94	Blood Derived Normal	45	5
TCGA-GBM	35a7e49e-747b-45ce-9a07-3a5faba0ca94	Primary Tumor	126	28
TCGA-GBM	3726b315-6cf8-49a3-a581-b7f3f4ca6e16	Blood Derived Normal	645	71
TCGA-GBM	3726b315-6cf8-49a3-a581-b7f3f4ca6e16	Primary Tumor	622	68
TCGA-GBM	386b629e-fab1-4033-b088-45d6eeb4a13e	Blood Derived Normal	115	13
TCGA-GBM	386b629e-fab1-4033-b088-45d6eeb4a13e	Primary Tumor	218	40
TCGA-GBM	389d5472-9e4a-47b3-bd6c-994eb0fafea2	Blood Derived Normal	120	17
TCGA-GBM	389d5472-9e4a-47b3-bd6c-994eb0fafea2	Primary Tumor	276	43
TCGA-GBM	38dd826d-06dc-4a73-b852-c3d78c9c3ff4	Blood Derived Normal	7	1
TCGA-GBM	38dd826d-06dc-4a73-b852-c3d78c9c3ff4	Primary Tumor	32	7
TCGA-GBM	397ddfb9-288b-48ce-be18-853409d8ae51	Blood Derived Normal	53	8
TCGA-GBM	397ddfb9-288b-48ce-be18-853409d8ae51	Primary Tumor	144	27
TCGA-GBM	3a56ef5c-9259-4cdc-905e-5fcf21dac09b	Blood Derived Normal	135	13
TCGA-GBM	3a56ef5c-9259-4cdc-905e-5fcf21dac09b	Primary Tumor	284	37
TCGA-GBM	3c5e7a3f-29b3-4af4-9023-dc7b151f0445	Blood Derived Normal	15	2
TCGA-GBM	3c5e7a3f-29b3-4af4-9023-dc7b151f0445	Primary Tumor	139	14
TCGA-GBM	407849a8-8447-4ede-a9d1-c1dfb535222e	Blood Derived Normal	20	1
TCGA-GBM	407849a8-8447-4ede-a9d1-c1dfb535222e	Primary Tumor	22	2
TCGA-GBM	44ef426e-b67d-4b49-80a3-86681b9abf1a	Blood Derived Normal	78	19
TCGA-GBM	44ef426e-b67d-4b49-80a3-86681b9abf1a	Primary Tumor	169	32
TCGA-GBM	456bcab3-165d-456f-94e3-f34f81a61d2e	Blood Derived Normal	28	4
TCGA-GBM	456bcab3-165d-456f-94e3-f34f81a61d2e	Primary Tumor	76	8
TCGA-GBM	4776b959-d5f5-41ad-ab39-dba6031f6884	Blood Derived Normal	925	145
TCGA-GBM	4776b959-d5f5-41ad-ab39-dba6031f6884	Primary Tumor	98	3
TCGA-GBM	47a4161c-9c61-48f5-b9bc-a6d1acad4e5a	Blood Derived Normal	9	1
TCGA-GBM	47a4161c-9c61-48f5-b9bc-a6d1acad4e5a	Primary Tumor	189	34
TCGA-GBM	4c070166-025e-49b7-b4d0-fe25c8a355b1	Blood Derived Normal	31	3
TCGA-GBM	4c070166-025e-49b7-b4d0-fe25c8a355b1	Primary Tumor	57	9
TCGA-GBM	4d18f820-6396-46ae-b5d6-4ba446279be8	Blood Derived Normal	124	27
TCGA-GBM	4d18f820-6396-46ae-b5d6-4ba446279be8	Primary Tumor	287	46
TCGA-GBM	4f50397e-c4bd-4408-b6e9-776b8a14c8a9	Blood Derived Normal	20	2
TCGA-GBM	4f50397e-c4bd-4408-b6e9-776b8a14c8a9	Primary Tumor	381	60
TCGA-GBM	50603cc6-42e6-412f-ab07-4805f728e6b6	Blood Derived Normal	45	4
TCGA-GBM	50603cc6-42e6-412f-ab07-4805f728e6b6	Primary Tumor	36	6
TCGA-GBM	521ea765-1bd1-423d-a75d-091243df37a9	Blood Derived Normal	27	4
TCGA-GBM	521ea765-1bd1-423d-a75d-091243df37a9	Primary Tumor	66	11
TCGA-GBM	52408d9f-2637-4952-9b90-cb607a860f23	Blood Derived Normal	14	2
TCGA-GBM	52408d9f-2637-4952-9b90-cb607a860f23	Primary Tumor	58	12
TCGA-GBM	5252c0b7-be05-4c0c-a8ac-afe9ad459489	Blood Derived Normal	32	2
TCGA-GBM	5252c0b7-be05-4c0c-a8ac-afe9ad459489	Primary Tumor	460	53
TCGA-GBM	535efef2-f2db-4888-9a8d-13caa8e1e6ef	Blood Derived Normal	154	21
TCGA-GBM	535efef2-f2db-4888-9a8d-13caa8e1e6ef	Primary Tumor	378	55
TCGA-GBM	543c0a7d-ccd7-4b8d-98fb-eabec806231d	Blood Derived Normal	88	11
TCGA-GBM	543c0a7d-ccd7-4b8d-98fb-eabec806231d	Primary Tumor	198	31
TCGA-GBM	55a063b0-98ad-4700-b3ce-61bfe364fec8	Blood Derived Normal	46	3
TCGA-GBM	55a063b0-98ad-4700-b3ce-61bfe364fec8	Primary Tumor	224	30
TCGA-GBM	5613f5f6-086d-470b-8f77-6dcb7f8625b7	Blood Derived Normal	86	2
TCGA-GBM	5613f5f6-086d-470b-8f77-6dcb7f8625b7	Primary Tumor	1143	211
TCGA-GBM	580cf1c8-1558-413c-a039-458de59a1709	Blood Derived Normal	13	0
TCGA-GBM	580cf1c8-1558-413c-a039-458de59a1709	Primary Tumor	330	44
TCGA-GBM	5a86d9f1-d38d-4b78-9a23-c7855a20ca2d	Blood Derived Normal	215	21
TCGA-GBM	5a86d9f1-d38d-4b78-9a23-c7855a20ca2d	Primary Tumor	358	39
TCGA-GBM	5aa15b7f-35c7-4022-b1b2-74a4f6d3ea85	Primary Tumor	116	19
TCGA-GBM	5c890137-e03c-4897-8af4-02aafa2fdb70	Primary Tumor	413	88
TCGA-GBM	5d2487b9-e0cd-40fc-a158-7b1803c8dc88	Blood Derived Normal	17	4
TCGA-GBM	5d2487b9-e0cd-40fc-a158-7b1803c8dc88	Primary Tumor	347	47
TCGA-GBM	5ef9486a-aeff-421d-b620-03ef119d85a5	Blood Derived Normal	28	7
TCGA-GBM	60e47b7d-c664-46c0-ac13-db688d4b8a58	Primary Tumor	41	7
TCGA-GBM	61ed8fbd-b753-451e-9683-edd4b266b0f3	Primary Tumor	136	30
TCGA-GBM	620282f9-f932-4335-9c7d-ece53dcaf7a1	Blood Derived Normal	44	10
TCGA-GBM	6573378a-ad14-4654-8810-9f3bd3597bc2	Blood Derived Normal	4	0
TCGA-GBM	6573378a-ad14-4654-8810-9f3bd3597bc2	Primary Tumor	15	0
TCGA-GBM	6633f338-34a9-44f6-8039-0b9408d6213d	Blood Derived Normal	8	0
TCGA-GBM	6633f338-34a9-44f6-8039-0b9408d6213d	Primary Tumor	219	33
TCGA-GBM	66f3c936-272e-4a1e-8567-f609af411329	Blood Derived Normal	75	21
TCGA-GBM	66f3c936-272e-4a1e-8567-f609af411329	Primary Tumor	56	8
TCGA-GBM	68f6976e-d3f2-432d-a121-274e228735b0	Blood Derived Normal	12	6
TCGA-GBM	69d0a566-5fbf-45f6-a240-649b06868e27	Blood Derived Normal	38	7
TCGA-GBM	69d0a566-5fbf-45f6-a240-649b06868e27	Primary Tumor	80	15
TCGA-GBM	6a9d719d-249a-4756-adc8-e92fa60da229	Blood Derived Normal	36	3
TCGA-GBM	6a9d719d-249a-4756-adc8-e92fa60da229	Primary Tumor	80	14
TCGA-GBM	6c5154d2-af36-492f-b520-d925528824e4	Blood Derived Normal	63	5
TCGA-GBM	6c5154d2-af36-492f-b520-d925528824e4	Primary Tumor	145	24
TCGA-GBM	6e72d2e2-96fe-4fbb-9fe6-39ec28753eb6	Blood Derived Normal	42	2
TCGA-GBM	6e72d2e2-96fe-4fbb-9fe6-39ec28753eb6	Primary Tumor	438	56
TCGA-GBM	6fc6b9ca-84d8-4647-bbc8-c5ab472b1c02	Blood Derived Normal	72	20
TCGA-GBM	6ff96a7e-1b96-4530-b8a8-7f2e9e541955	Primary Tumor	84	25
TCGA-GBM	722f462d-f939-4bc1-aae4-8f78b1335a87	Blood Derived Normal	30	5
TCGA-GBM	722f462d-f939-4bc1-aae4-8f78b1335a87	Primary Tumor	71	10
TCGA-GBM	72f88d18-03be-4b51-9f4a-1151521b7292	Blood Derived Normal	192	15
TCGA-GBM	72f88d18-03be-4b51-9f4a-1151521b7292	Primary Tumor	589	72
TCGA-GBM	7340f325-579f-4b90-96aa-3a7b362129ca	Blood Derived Normal	19	3
TCGA-GBM	7340f325-579f-4b90-96aa-3a7b362129ca	Primary Tumor	254	45
TCGA-GBM	737b35e1-d668-4fce-9b6e-76946c7952b6	Blood Derived Normal	24	4
TCGA-GBM	737b35e1-d668-4fce-9b6e-76946c7952b6	Primary Tumor	85	21
TCGA-GBM	7751fc13-ec33-4057-965d-3b2ac6183344	Blood Derived Normal	80	23
TCGA-GBM	77d4d3ef-3fe0-4f93-a863-b5840926576c	Blood Derived Normal	33	3
TCGA-GBM	77d4d3ef-3fe0-4f93-a863-b5840926576c	Primary Tumor	204	29
TCGA-GBM	79a68b32-29a3-47bf-9b2b-643ec7323d73	Blood Derived Normal	30	7
TCGA-GBM	7cbabf1d-ec38-4048-ae1c-7d0f3001691b	Blood Derived Normal	112	16
TCGA-GBM	7cbabf1d-ec38-4048-ae1c-7d0f3001691b	Primary Tumor	371	64
TCGA-GBM	7d5c3699-ce28-4129-8391-736f670e8beb	Blood Derived Normal	81	17
