id	filename	md5	size	state
199a1cbe-c4ed-4bd8-878e-1626c5f9790a	8dd6fca4-007f-45de-a569-bfb899254977_wxs_gdc_realn.bam	0bfff4c2d7515ada38c65077c3786c4b	44264018795	released
acf6f9ac-b283-4550-8c62-4be43966c255	c973a902-abdf-41a3-8250-57011dfef1f4_wxs_gdc_realn.bam	559fa284ff6b0cad919b9360f685ebd9	25340315907	released
0ae99282-6f6c-4c11-b242-bc363a2aada2	d6007264-3412-46b3-8775-f2c42146de20_wxs_gdc_realn.bam	c1f2f0c84521bed44e0c0fdd0187e33b	36992753792	released
a4c35bb6-8340-4eb1-afd5-67d95dc32a35	f159d3d3-831d-47ee-8fb0-7665405a5581_wxs_gdc_realn.bam	0f63c0912aa34db6583807bbd0174772	18565468890	released
0b8b1463-a6f1-4f26-91d0-29300ed42da3	2fbe3da3-ce62-4edf-933b-367f983e221a_wxs_gdc_realn.bam	19fba459dacf59a2b26884a0f84520fb	29936860874	released
b4a9286d-97cb-4cb5-9995-362c41186d42	412f96a6-6599-40a6-9dd2-afba8c643910_wxs_gdc_realn.bam	8772b9a7180181e242b62a26fc161b70	25037819176	released
d3c27877-a464-4aee-a983-9cdc27676785	a022c9a2-3e8a-4377-abed-33cdfbc85b18_wxs_gdc_realn.bam	953b7ff08737a56fbbc993f0f29c8b73	28721909185	released
9bdbb686-2844-49a1-86f1-07611ead9afd	1c0e384f-7254-4afe-93c0-b3fc6c6a7894_wxs_gdc_realn.bam	a7d5a895e7f3d8fd125828b8a3771f89	13704622889	released
4c08d383-64dc-4eb9-9b12-db0d7b717f01	58ddddd4-cb14-4081-ac9f-c291dcddc24d_wxs_gdc_realn.bam	920f0da21b0c6cf8312c9759dbae1d56	14665191951	released
56d21425-7fb7-4918-a620-0a6700a84f58	fa1ecf1c-6e62-45b6-b4b0-dfc47067a6e0_wxs_gdc_realn.bam	ff7f5df560cf6043ef8501fb305532f0	27413975243	released
71b74fe5-901a-4f99-be69-869a2d0c6501	9e85559f-098e-4b0f-8034-4798789e710b_wxs_gdc_realn.bam	b69033423261f736aa453b660a5e61e9	25019472270	released
c98d44c5-0391-4aea-8be1-38e2a2f441a0	377b1816-61e1-431a-9952-71e4d58bbd48_wxs_gdc_realn.bam	386546305073089888a8b0d557c1709c	15748622911	released
e7e98051-a055-4934-97a4-dfcbc53890c3	bf78c46f-db59-42d8-85a1-56bb2498126e_wxs_gdc_realn.bam	8105c9085a6ae7f39ce8a0d6307510dc	11463883327	released
b5d1b3e6-5a61-43e2-ad27-2c2be0d02773	0338d1c4-5118-4995-9cc1-edcf4e7f27bc_wxs_gdc_realn.bam	0b27280c0d8e4a006bba230183d05d13	18958836990	released
1d006ae6-ba84-4f88-afce-833a8cc0bdb8	fb5e6f04-b651-434e-901a-11d84eb99da7_wxs_gdc_realn.bam	5d9935fb772c12692ba90e26bcdde0c9	29429205874	released
53f77ee6-3a45-42f5-bc10-41da7fe1fc45	a9f3d560-75fb-436a-90d4-8e70ebeb2d6c_wxs_gdc_realn.bam	2ac1ce5bb1073e9e331542c0485684fc	11866845468	released
461918d6-e2ae-451a-b9fd-b48a04d3528c	4688c20c-f73d-4203-a123-acc833628062_wxs_gdc_realn.bam	591d2a64cb99820f58524c916ea0e011	45586724271	released
204ccdce-cc28-4192-8428-96aa3469b3ba	4de78d3c-3bd3-432d-9744-82519ee8a313_wxs_gdc_realn.bam	4bbf53243a169298f0fd66e319cbca6d	9954443501	released
b2f25a7e-fa2f-48a0-be92-81605c3e1091	b5d4557a-10ec-430e-a01a-c8b79c6fe3ea_wxs_gdc_realn.bam	8a7aaf57e925e5c518f9f01692f31295	11456637495	released
7e22a22d-0ac1-4aff-9748-27b95ae7b6e4	49fb101d-f242-4abf-bf85-6a8c3ced711d_wxs_gdc_realn.bam	2f12d6354bb9f39810ed25f2decf46dc	15542405797	released
