id	filename	md5	size	state
5832ab07-18cb-4323-845c-684754085956	8f3a1eea-b417-4a3e-a7e9-f64d70b6b34f_wxs_gdc_realn.bam	ffc687fa4adc84f0f9dd8415b0000bb2	13705680307	released
c9fee00f-adee-4ea5-902b-5cd4317f1b69	efe1ab84-6be7-4543-b692-f12470b5ddea_wxs_gdc_realn.bam	0c505a2477ecd6e6fe514b74c3c65ba7	17597936367	released
e1a03588-7f90-4c7c-9fa8-e8395707a715	cd45e46c-50bf-449e-bb40-29ccffbbd49c_wxs_gdc_realn.bam	002d2b55769caca62807b57d9d0adc97	19358641025	released
e2fcbd5e-d175-4a68-b51b-df5bb96950c9	311f2f1a-75c8-4fee-b31d-0815d71a3173_wxs_gdc_realn.bam	f9167f7ff264b4ec7cc2a321e412cc9a	24115929324	released
77f90da8-23b3-4844-aa87-493a1fb01bd9	6a411174-582a-4c68-bb04-5ea2e504bf7c_wxs_gdc_realn.bam	7e144f34e000a40136fb86aaf78ddeb2	23039262023	released
7a68478f-a0cf-4f7f-9e3f-2b4233d61d64	1ddc3a98-e0b9-4b8e-b3d3-9d39eb7d8264_wxs_gdc_realn.bam	4a4993787d65df88aa6ff0d886dc1dae	16902679569	released
cb2c47a0-ddc5-4f03-9819-e17fd1c21532	d6d8c373-416e-480e-a446-2a195e105843_wxs_gdc_realn.bam	8e489a29375fd5aecb60bc7c1f121f7e	11285902781	released
a63eaa98-a450-43f4-bdbc-2ccaad04bcff	6627e4b1-b34c-4aa2-836e-093061442a6d_wxs_gdc_realn.bam	fe81c7a202da6e03247ba6e1e7817479	28064078670	released
1392bba3-60f2-4bbf-927f-d7e4b8b0df7f	5947a9db-7d13-44ff-86ad-eb5e6c8dcec5_wxs_gdc_realn.bam	ae179ddc4e9ae614cb92f38acad882ea	32157746312	released
de002472-7aa3-457a-87d4-b9e3a461af27	ea43434b-197e-48ac-ae2e-46bc7f3776de_wxs_gdc_realn.bam	25f5c5e04d77bc273f8f3d1c3dd93965	45456273760	released
dbc54e8f-8239-4e02-9b26-8023d9d1aab6	43287256-9ad4-437b-932d-a0e2aef9ae2b_wxs_gdc_realn.bam	c7bda022fcb7a0dd26e88339fd5075a1	27339783761	released
f3701020-3abe-4527-ba91-8f4fae1164c8	ae64a42d-572d-46be-8392-f04ec3ab5bf9_wxs_gdc_realn.bam	3d42b6bd5468a303ee14149892b0b844	36900863966	released
ae33303a-eea5-4845-99df-d8792fcbf6ff	73635f25-2d34-4846-ae87-eae8daa6150b_wxs_gdc_realn.bam	b05fd641e5c754e02ebf7854279b770f	12342719870	released
89678075-4c87-4d67-8423-28a3cdb52668	deb6d361-2e35-4b88-8f3b-db1382e05f18_wxs_gdc_realn.bam	05cf08ed3a5cca4b3a048eabc19b6701	41804463262	released
ed9a7471-8334-410e-88d4-2842e676d2c9	6dd60e60-2262-4044-97aa-215075ceba08_wxs_gdc_realn.bam	99ae3e3d3fe6ab00559c454c59d3a951	19641825452	released
7ae2e3e3-2937-4674-9449-5675707d4a8d	96afb6d0-29ea-4bd5-8a9d-130e42954707_wxs_gdc_realn.bam	246602968f458d0285d765d9e2652f1c	30015165681	released
aa13faa8-848c-49e2-b464-0a672c549ae3	e8d079cc-6ba2-48d8-847b-a18866c4f15e_wxs_gdc_realn.bam	f1ed86cd303131eeea7b67195da5d220	13696951078	released
889c9f87-0caf-429d-ace3-14e1350e4c4b	6fc71cee-3a74-4d03-ac3c-da56af94dab7_wxs_gdc_realn.bam	712338de712d658fb72ca5b407126cc4	42490569750	released
71f28f35-f5a0-418b-8895-51a679be7cba	200832d5-bc97-458f-b3c4-8ac15410b312_wxs_gdc_realn.bam	587e35f777eb301f3dfc4a7059ad5eab	13234661948	released
61210ed8-2cb2-4e17-acaa-fdde42f3208f	e31846e7-c2f6-4f0c-9240-dbbc9cbb795b_wxs_gdc_realn.bam	de5c45a31d4e601c188d5002d7e26a37	19035057472	released
81fe149d-51fa-470e-8f44-8eafe6e003ed	e0c48952-a56b-4c97-89b7-7bc9d7acde38_wxs_gdc_realn.bam	87ee6c066f0367e2f01646b45699ce56	35235369140	released
d7792dbe-f584-4037-9e62-c9b0c8c2beb1	09f34836-fc9a-4ff4-a0c9-fd93259e32f3_wxs_gdc_realn.bam	faa11d88334aadea4204003d5b5279c9	43154544716	released
9bc407bf-0362-4c5b-ba94-0c2c7c0efbea	13373e41-3f2b-4d8a-b67b-b83aaa87c293_wxs_gdc_realn.bam	42d724bb6fe121f87ba0857b65aa95bf	64736475035	released
bd763055-ca84-4e24-ae07-b3287830d76f	c9f6a65e-ae20-410d-a397-34aef0818ff3_wxs_gdc_realn.bam	8b6179b68c073a7a23c594621bbc318e	35460301120	released
0655d6e4-ffa9-4a6b-ba27-fb1b7b8c74c4	267a951b-29b7-4849-9ea7-d2205838fcc7_wxs_gdc_realn.bam	bcabcd55467f90426f6e239548701e05	25561050313	released
01f16dd4-173c-49ff-a956-d07d1b6f0cac	d22300e2-883a-46e2-9b64-7c19d28483bd_wxs_gdc_realn.bam	e89b158a2d3273cc443eca0ef0bb563b	15741860091	released
41581521-2e54-49ba-b161-c77edc768a89	c6bb16c6-cb0f-44c6-93e7-6c55d0958f82_wxs_gdc_realn.bam	7c4861ec49e089b47cb813445d0a9a5a	23216443235	released
c857db58-dbf4-4c1e-b0a0-8474e6957b7d	4feb8572-68f1-403c-8d3c-198fbe6e9fa4_wxs_gdc_realn.bam	fa65cd08738ff1ecbc2109d976de5fee	17418645303	released
69f05c71-4b71-4224-b0ff-3ab6fd64e459	7456abd5-303e-4e6f-bf4e-47efefc7310f_wxs_gdc_realn.bam	3b043a89500d399e5fd2c2960410d0ec	24931058156	released
485da8a3-e4ac-4469-a069-b6d8f573850a	12ca0b20-2f39-43df-a572-28f4069502de_wxs_gdc_realn.bam	dd2d07d961a565edf55dd51bf711e0af	27174222421	released
3ecbe263-ef38-4ade-9bff-26f4a0df4bbc	a8cde596-e3f5-4b20-9e7f-45d079893176_wxs_gdc_realn.bam	5515c42cec9aace735476569487b671e	18886836155	released
2f4d1fb6-b16a-4e03-aa75-8b6a7008d547	7b28f197-a6a1-4649-a37e-fd1b63fe3a57_wxs_gdc_realn.bam	ad4ae29cb3077cba7c6aa3970e1e3381	16891506722	released
d529a05e-0626-478b-90c9-1d641950d08c	a7e3e9d1-e371-4d3d-92cd-7985f276f70b_wxs_gdc_realn.bam	232f7a3c46c4aaf0d92b494c472aa361	21354275230	released
a3828dfb-c287-4bc7-900b-44966b9ae724	371bff18-75e9-459a-9cf6-417ced089cfc_wxs_gdc_realn.bam	cb449f419550890fecd087f5fc6a1ac3	26088135293	released
26dd97e5-9b61-4b9c-aa0e-a2e54808c22d	de420622-f742-4781-873a-e9faffc94dd3_wxs_gdc_realn.bam	a2b6690dc507477cac8caccef294d391	17950959669	released
bdc3851b-cf60-4144-b85d-ee4f84d7bd0c	05613d4c-71c6-43da-80bf-81be30e6c3f3_wxs_gdc_realn.bam	6151e730646ee9819e3a8d4b4d2c0a1b	15795709642	released
bd6d0c0c-7fce-4ff7-bfa5-b965e76dc289	252cb470-d9b2-40bd-a168-2bef4078d8df_wxs_gdc_realn.bam	0b85887d09d5aa72428ebb3a0aa900de	19148045142	released
cf3c6826-3eb5-4773-9879-81bdc32e1842	6014c1c1-0619-4ea0-9f83-1e7a2523a083_wxs_gdc_realn.bam	9d565875326c9f0659574a73375dbe97	20221326485	released
c570b8b9-5864-4e6a-b2c0-0a9799ac852f	14649437-79a6-40bd-87b1-a278bfb2dcda_wxs_gdc_realn.bam	cc7aa882fb3fb34c81b04c016f7ca755	34622839994	released
7046cd8f-d933-4717-98b6-132b059901dc	c83eaaca-ced5-4630-abb5-ef34db888753_wxs_gdc_realn.bam	0c4e6d4248143e4dae5f4b2e3128c218	24010447764	released
0a86506c-62f6-4d7a-b6f4-c091c8d460bd	ef3b19d2-804c-4f88-bfc7-b0057d166e81_wxs_gdc_realn.bam	e889fb7fd370f62e5cc894153995bd92	18386400887	released
ad379d56-8096-4e7c-a646-ecf2854d62f6	d5eab3e3-4a3c-4820-807d-a837c2d054f1_wxs_gdc_realn.bam	33a42379e5b138f96fca706a3743a109	33047486891	released
081de546-24d9-4bac-b681-9c6faeda0ea2	0d9abb69-24bb-473c-aec6-cfabee1d8ff5_wxs_gdc_realn.bam	8dc9649c1130a0f5bf2adf3c4ff01993	22041687781	released
4faa6951-11a6-4caf-bf0c-1048617d488e	6a4cd52f-2247-4caf-9b37-e90b02fd4d8b_wxs_gdc_realn.bam	488b1a0eb4bc6b87e76b2e74cf05d2a9	40182922708	released
11499845-32dd-4b53-b026-981b20a2ec0c	9fb162fe-879e-454a-a2ce-f1471ecaf3f7_wxs_gdc_realn.bam	74cd11b9d46bdb2f7655e0a29ad30ed9	29089527104	released
6f0921db-68b2-4bc2-80d8-4bcd151d0d5d	a774aaa7-e53e-4b05-8b5a-08e9949d5fb1_wxs_gdc_realn.bam	3786bf8c3d50c0e6c0cf63f319294a3c	26206724202	released
f3316f1d-1b63-45f3-9fe3-8bef8ddb50ef	605f1d27-db45-449a-a68f-4888b8c786a1_wxs_gdc_realn.bam	d7090f7eaced3fff89db61c331c89da3	22031258321	released
d431583c-9eb2-4d0f-ad8d-21c40d4d76ae	757c8a2d-90cf-4dab-a4dd-45f3cbdeaeeb_wxs_gdc_realn.bam	ae26fc30d1d9598751456efc7edb368e	37824895217	released
e99a595a-9e61-499e-ab3c-22a882030ff8	13199461-7dd2-4ae0-a478-5afbb61f8578_wxs_gdc_realn.bam	c9086fbe080da7938f193eb01bf5e8d5	12187081091	released
a9dca189-eaee-448a-8009-38588586e290	35c8c6d8-68b5-4175-9d5b-2859dc94a67a_wxs_gdc_realn.bam	88f17bc06dc460c7b1b57d2dc8d8146e	40688693452	released
004ed248-f818-49d1-827f-977ce3a180c0	bc7a5f17-00b0-4724-965b-4e2c7d571676_wxs_gdc_realn.bam	6de8fc4d9c3e0860ff80b101ffe3be9a	17577128719	released
12473f2a-aa73-4811-ab78-165f05a77024	5feed130-1b8e-483b-9187-3e9c6de3d51d_wxs_gdc_realn.bam	c6329f7b00da1b9ced24ea3b488f1797	15045120960	released
0caa09e3-b4a0-42bd-b04b-9f72c42a3ef2	8a411a0a-ec66-4d9f-b0e4-f1c1f969d605_wxs_gdc_realn.bam	f9bdb57b64e4ab7c22c1005cf0fee903	54750734953	released
5b74c178-74c9-4139-b71d-04ad83c668dc	c4a3f5f1-86c6-444d-96ed-4865a65e1803_wxs_gdc_realn.bam	360c1708fe7c552036304dc97e9bc6ed	21715783856	released
8d27586c-021a-494c-90af-a2405aa265ef	14691103-0cf4-47d2-ad99-f72c5f3de295_wxs_gdc_realn.bam	8082077489f2fdcd56575862353e7fc3	16259593788	released
7a943780-521b-4635-bbbf-5d07a335bb1c	0448206f-3ade-4087-b1a9-4fb2d14e1367_wxs_gdc_realn.bam	ad9c32ea7e0e428ee2968d95087a5c8e	8392885683	released
f13cdbef-1e28-4007-8c78-20a9f12d6fe4	51960d24-2753-46e9-ab1d-e1b41c0ad0c5_wxs_gdc_realn.bam	62ba7cbc9400258fcf1f51a72f223535	19375467031	released
d00264d9-0e08-40c0-8751-cac60a2d7fd7	5fb780fb-12bc-4195-8f0c-2c6e3cc36b49_wxs_gdc_realn.bam	c53d84aa01349adc017e66935c7a5185	17236419829	released
3c57d7a3-7a60-42bd-b8d3-190137dcc238	b1d7c034-0cf5-40ce-8620-35248ca45e08_wxs_gdc_realn.bam	d0b55c4fa7b23d11d9e63ea479e237a0	17414080089	released
8c24abbd-1afb-427c-b550-ddb81c8b33b3	cd6babb0-c2bb-4a12-b522-448f993e86f0_wxs_gdc_realn.bam	f96e80d612eecc83f028e2287b076bde	27215769600	released
