id	filename	md5	size	state
2934a187-12de-43a5-97a2-52b63332b2a8	15d9c916-a12e-48a0-8a0f-8c240c54bd37_wxs_gdc_realn.bam	0adee3820883de7bb0a62bbd83ed4fd9	22551232254	released
f547c252-d4b3-4dea-846e-4828096a620c	6a367098-6007-413f-b4ad-d1aa2acbdf0e_wxs_gdc_realn.bam	7814369e2da834437044bee743e6eae7	21365072145	released
22eb42af-6ad8-4d6c-a739-e0bd14a7ddb2	de20290a-1560-41fd-896b-a3ae1103423e_wxs_gdc_realn.bam	8281b2959080f6d45c2dc59770a70883	29603848836	released
3a0b3d43-25f0-4113-83ba-e9a6ac270158	2d47b244-e5e4-4645-91cb-71de1d685a95_wxs_gdc_realn.bam	a370f9e1336e2ae5b754dac853096569	23547902017	released
60058623-64a5-4f86-bb65-0c9de53d001b	8bc2c5ac-51b7-4140-9d6d-43ebfe0bde17_wxs_gdc_realn.bam	5cac33e45c30d734ce0bc2f2fc1525bc	22518134647	released
750fc2a7-b0c2-49ad-8c6e-d3aadb07f425	96629b51-8ce6-4a2d-add3-3cd5c1a5c9dc_wxs_gdc_realn.bam	5c855cee4bf840cace84e66d5f4f325d	22297135067	released
3931f282-572e-42fd-88d4-b32e8c1673fb	a9f8fff2-6c84-4731-a120-0f4be959c62e_wxs_gdc_realn.bam	ba1322ba065271d996bff3895f2e45c2	15770933625	released
ddca95f1-4c83-4d74-839f-19bb2e84e4a2	17b3d764-49f2-4ba6-ac9e-44619e31943f_wxs_gdc_realn.bam	745c5ca05c755807737d6aa696d4099d	23452614870	released
9bdc0cf1-5865-48f6-b16e-3f229c563861	115a26e2-23e0-435c-9fa1-9b8df49e7ffe_wxs_gdc_realn.bam	5c12be57bca992b1801bdc4694a4acd1	15533887023	released
4d0129a1-1e42-4db6-a75f-583dbad95790	eb76d20f-0575-49c2-a173-c370be9eef44_wxs_gdc_realn.bam	3b5ac62173cc123a482c825a62671f88	31760253126	released
754db8ba-344c-431c-b573-076002cc4cc5	6128514c-cc6c-4e40-9e59-55ba8f6f361c_wxs_gdc_realn.bam	cb586f4c10d1def38b7e870acd9dda52	16445173386	released
cfa351d1-297c-40ae-a6d4-1ddc93f20af9	828c2886-4775-457c-a276-b7825c65d67a_wxs_gdc_realn.bam	731205f11a08e63f4b3201e6c418e1bf	32256654419	released
4e5c50ed-a281-4fc5-ba81-4376a49f9e51	5a535c49-d42e-43c6-9d32-dc76f28d4f0f_wxs_gdc_realn.bam	7c74e73b78076643fce2f32af774f39e	24479105281	released
3e0199aa-4215-46bb-902f-e12bbe6a9beb	f23fd730-0a18-4e3b-a2ed-f1a4231c2b53_wxs_gdc_realn.bam	99cb942a969631ecba500bd0e4a8061d	19036539507	released
b1093cc8-8277-4595-af3f-d0518dad592a	4882294f-dbab-4a58-a2b9-aa53b02158f7_wxs_gdc_realn.bam	2c230916aa8e82e0cad4208ac24a2cfa	19402696236	released
c724506b-711b-4b50-b7d5-88477ceeb46d	261ed647-077d-4071-978f-ca030947436b_wxs_gdc_realn.bam	73c8f13477403de472acb2f1854bbf45	20926934481	released
0c90d601-dfc4-440a-ae44-d21dbc6a6c59	1e19a22f-97e3-4a9a-aa55-fb18dd6b674b_wxs_gdc_realn.bam	2bdae245ae000bb6f09963526ae5bb1d	12444626489	released
